 #log(age)  Mini          Mact        logl      logt     logg      frac(XC_XO)  Phase 
   5.50  350.00756836   291.3980      7.0240      4.2911      1.9950      0.5540   0.0000
   5.50  350.00759888   289.1330      7.0250      4.3209      2.1100      0.5543   0.0000
   5.50  350.00762939   286.9140      7.0270      4.3301      2.1410      0.5544   0.0000
   5.50  350.00765991   285.1600      7.0280      4.3300      2.1360      0.5544   0.0000
   5.50  350.00769043   283.3870      7.0300      4.3417      2.1790      0.5545   0.0000
   5.50  350.00772095   281.1210      7.0320      4.3348      2.1460      0.5544   0.0000
   5.50  350.00775146   279.3750      7.0340      4.3488      2.1980      0.5549   0.0000
   5.50  350.00778198   278.0430      7.0360      4.3705      2.2800      0.5551   0.0000
   5.50  350.00781250   275.5080      7.0860      4.7830      3.8760      0.5872   0.0000
   5.50  350.00784302   267.5510      7.1100      4.8310      4.0310      0.6486   0.0000
   5.50  350.00787354   258.3400      7.0990      4.8533      4.1170      0.6825   0.0000
   5.50  350.00790405   253.8260      7.1160      5.0541      4.8950      0.7823   0.0000
   5.50  350.00793457   241.7560      7.0940      5.0552      4.9000     36.1067   0.0000
   5.50  350.00799561   228.6930      7.0710      5.0462      4.8630     10.1170   0.0000
   5.50  350.00808716   217.2870      7.0530      5.0357      4.8170      4.2308   0.0000
   5.50  350.00817871   203.8520      7.0280      5.0277      4.7820      1.5562   0.0000
   5.50  350.00823975   186.7050      6.9910      5.0276      4.7810      0.6960   0.0000
   5.50  350.00827026   173.3890      6.9590      5.0331      4.8020      0.3921   0.0000
   5.50  350.00830078   162.8710      6.9330      5.0403      4.8300      0.2299   0.0000
   5.50  350.00833130   146.3770      6.9410      4.3678      2.0860      0.0857   0.0000
 #log(age)  Mini          Mact        logl      logt     logg      frac(XC_XO)  Phase 
   5.55    0.09000000     0.0900     -0.9440      3.5340      3.4250      0.4086   0.0000
   5.55    0.10000000     0.1000     -0.8320      3.5398      3.3810      0.4086   0.0000
   5.55    0.12000000     0.1200     -0.6790      3.5482      3.3410      0.4086   0.0000
   5.55    0.14000000     0.1400     -0.5540      3.5555      3.3120      0.4086   0.0000
   5.55    0.16000000     0.1600     -0.4630      3.5618      3.3050      0.4086   0.0000
   5.55    0.20000002     0.2000     -0.2660      3.5764      3.2630      0.4086   0.0000
   5.55    0.20139146     0.2010     -0.2600      3.5770      3.2620      0.4086   0.0000
   5.55    0.25000000     0.2500     -0.0550      3.5967      3.2290      0.4086   0.0000
   5.55    0.27064341     0.2710      0.0210      3.6056      3.2240      0.4086   0.0000
   5.55    0.30000004     0.3000      0.1280      3.6175      3.2090      0.4086   0.0000
   5.55    0.34105772     0.3410      0.2420      3.6319      3.2080      0.4086   0.0000
   5.55    0.34999999     0.3500      0.2690      3.6350      3.2050      0.4086   0.0000
