 #log(age)  Mini          Mact        logl      logt     logg      frac(XC_XO)  Phase 
   5.50    0.09000000     0.0900     -0.8830      3.5543      3.4450      0.4086   0.0000
   5.50    0.10000001     0.1000     -0.7810      3.5595      3.4090      0.4086   0.0000
   5.50    0.12000000     0.1200     -0.6340      3.5677      3.3740      0.4086   0.0000
   5.50    0.14000000     0.1400     -0.5130      3.5751      3.3490      0.4086   0.0000
   5.50    0.14470649     0.1450     -0.4840      3.5770      3.3420      0.4086   0.0000
   5.50    0.16000000     0.1600     -0.3890      3.5829      3.3150      0.4086   0.0000
   5.50    0.17850769     0.1780     -0.2930      3.5901      3.2950      0.4086   0.0000
   5.50    0.20000002     0.2000     -0.1940      3.5977      3.2760      0.4086   0.0000
   5.50    0.21089737     0.2110     -0.1460      3.6028      3.2710      0.4086   0.0000
   5.50    0.25484654     0.2550      0.0390      3.6222      3.2460      0.4086   0.0000
   5.50    0.27736279     0.2770      0.1180      3.6315      3.2400      0.4086   0.0000
   5.50    0.30937323     0.3090      0.2180      3.6431      3.2340      0.4086   0.0000
   5.50    0.32743990     0.3270      0.2650      3.6485      3.2340      0.4086   0.0000
   5.50    0.35344982     0.3530      0.3340      3.6559      3.2280      0.4086   0.0000
   5.50    0.37011528     0.3700      0.3560      3.6595      3.2410      0.4086   0.0000
   5.50    0.39216894     0.3920      0.3970      3.6643      3.2440      0.4086   0.0000
   5.50    0.40740275     0.4070      0.4190      3.6673      3.2500      0.4086   0.0000
   5.50    0.43452114     0.4340      0.4420      3.6718      3.2730      0.4086   0.0000
   5.50    0.45581871     0.4560      0.4660      3.6753      3.2840      0.4086   0.0000
   5.50    0.49219337     0.4920      0.4930      3.6805      3.3110      0.4086   0.0000
   5.50    0.51430470     0.5140      0.5190      3.6833      3.3160      0.4086   0.0000
   5.50    0.52859157     0.5280      0.5310      3.6849      3.3220      0.4086   0.0000
   5.50    0.54249811     0.5420      0.5360      3.6865      3.3340      0.4086   0.0000
   5.50    0.55000007     0.5500      0.5390      3.6873      3.3400      0.4086   0.0000
   5.50    0.55719393     0.5570      0.5490      3.6880      3.3390      0.4086   0.0000
   5.50    0.57105452     0.5710      0.5600      3.6895      3.3450      0.4086   0.0000
   5.50    0.58605319     0.5860      0.5640      3.6914      3.3600      0.4086   0.0000
   5.50    0.60000002     0.6000      0.5640      3.6932      3.3770      0.4086   0.0000
   5.50    0.61298174     0.6130      0.5760      3.6942      3.3780      0.4086   0.0000
   5.50    0.62741059     0.6270      0.5880      3.6955      3.3820      0.4086   0.0000
   5.50    0.64302194     0.6430      0.5980      3.6971      3.3890      0.4086   0.0000
   5.50    0.64999998     0.6500      0.6020      3.6979      3.3920      0.4086   0.0000
   5.50    0.66004312     0.6600      0.6100      3.6986      3.3940      0.4086   0.0000
   5.50    0.67834723     0.6780      0.6230      3.7001      3.3990      0.4086   0.0000
   5.50    0.69816607     0.6980      0.6370      3.7019      3.4050      0.4086   0.0000
   5.50    0.69999999     0.7000      0.6380      3.7021      3.4050      0.4086   0.0000
   5.50    0.72477543     0.7250      0.6580      3.7067      3.4190      0.4059   0.0000
   5.50    0.75000000     0.7500      0.6790      3.7117      3.4330      0.4032   0.0000
   5.50    0.76785707     0.7680      0.6910      3.7128      3.4350      0.4032   0.0000
   5.50    0.79027396     0.7900      0.7060      3.7142      3.4390      0.4032   0.0000
   5.50    0.80000007     0.8000      0.7130      3.7149      3.4390      0.4032   0.0000
   5.50    0.82064927     0.8200      0.7260      3.7160      3.4420      0.4032   0.0000
   5.50    0.85000002     0.8500      0.7460      3.7177      3.4440      0.4032   0.0000
   5.50    0.86406738     0.8640      0.7540      3.7184      3.4460      0.4032   0.0000
   5.50    0.89980268     0.8990      0.7770      3.7202      3.4470      0.4032   0.0000
