 #log(age)  Mini          Mact        logl      logt     logg      frac(XC_XO)  Phase 
   5.50    0.09000000     0.0900     -0.9330      3.5303      3.3980      0.4087   0.0000
   5.50    0.09695158     0.0970     -0.8580      3.5342      3.3710      0.4087   0.0000
   5.50    0.10000000     0.1000     -0.8280      3.5357      3.3610      0.4087   0.0000
   5.50    0.11531880     0.1150     -0.7140      3.5422      3.3340      0.4087   0.0000
   5.50    0.11999999     0.1200     -0.6820      3.5439      3.3270      0.4087   0.0000
   5.50    0.14000000     0.1400     -0.5640      3.5511      3.3050      0.4087   0.0000
   5.50    0.15411024     0.1540     -0.4900      3.5560      3.2920      0.4087   0.0000
   5.50    0.16000000     0.1600     -0.4520      3.5582      3.2790      0.4087   0.0000
   5.50    0.20000002     0.2000     -0.2660      3.5727      3.2480      0.4087   0.0000
   5.50    0.24856927     0.2490     -0.0650      3.5921      3.2190      0.4087   0.0000
   5.50    0.25000000     0.2500     -0.0600      3.5927      3.2180      0.4087   0.0000
   5.50    0.30000004     0.3000      0.1260      3.6133      3.1940      0.4087   0.0000
   5.50    0.35000002     0.3500      0.2760      3.6308      3.1810      0.4087   0.0000
   5.50    0.39687732     0.3970      0.3840      3.6435      3.1780      0.4087   0.0000
   5.50    0.40000001     0.4000      0.3920      3.6443      3.1780      0.4087   0.0000
   5.50    0.46500844     0.4650      0.4760      3.6571      3.2100      0.4087   0.0000
   5.50    0.48079389     0.4810      0.4900      3.6597      3.2210      0.4087   0.0000
   5.50    0.50000000     0.5000      0.5240      3.6631      3.2170      0.4087   0.0000
   5.50    0.50751084     0.5080      0.5160      3.6637      3.2350      0.4087   0.0000
   5.50    0.51400119     0.5140      0.5140      3.6643      3.2440      0.4087   0.0000
   5.50    0.52209288     0.5220      0.5210      3.6653      3.2480      0.4087   0.0000
   5.50    0.53082377     0.5310      0.5340      3.6665      3.2470      0.4087   0.0000
   5.50    0.54027247     0.5400      0.5470      3.6682      3.2490      0.4087   0.0000
   5.50    0.55000007     0.5500      0.5510      3.6701      3.2600      0.4087   0.0000
   5.50    0.55772001     0.5570      0.5490      3.6708      3.2700      0.4087   0.0000
   5.50    0.56755805     0.5670      0.5570      3.6718      3.2740      0.4087   0.0000
   5.50    0.57825375     0.5780      0.5670      3.6731      3.2770      0.4087   0.0000
   5.50    0.58984596     0.5900      0.5750      3.6747      3.2850      0.4087   0.0000
   5.50    0.60000002     0.6000      0.5790      3.6763      3.2940      0.4087   0.0000
   5.50    0.60635924     0.6060      0.5830      3.6770      3.2980      0.4087   0.0000
   5.50    0.62127858     0.6210      0.5930      3.6785      3.3040      0.4087   0.0000
   5.50    0.63763338     0.6380      0.6040      3.6804      3.3120      0.4087   0.0000
   5.50    0.64999998     0.6500      0.6100      3.6819      3.3200      0.4087   0.0000
   5.50    0.66534901     0.6650      0.6210      3.6834      3.3260      0.4087   0.0000
   5.50    0.68962276     0.6900      0.6380      3.6858      3.3340      0.4087   0.0000
   5.50    0.70000005     0.7000      0.6440      3.6869      3.3390      0.4087   0.0000
