 #log(age)  Mini          Mact        logl      logt     logg      frac(XC_XO)  Phase 
   5.50    0.09000000     0.0900     -0.9030      3.5399      3.4070      0.4087   0.0000
   5.50    0.10000001     0.1000     -0.7840      3.5456      3.3560      0.4087   0.0000
   5.50    0.11999999     0.1200     -0.6370      3.5536      3.3210      0.4087   0.0000
   5.50    0.14000000     0.1400     -0.5100      3.5610      3.2900      0.4087   0.0000
   5.50    0.16000000     0.1600     -0.4170      3.5677      3.2820      0.4087   0.0000
   5.50    0.18273841     0.1830     -0.3110      3.5760      3.2670      0.4087   0.0000
   5.50    0.20000002     0.2000     -0.2300      3.5822      3.2500      0.4087   0.0000
   5.50    0.22673477     0.2270     -0.1110      3.5940      3.2330      0.4087   0.0000
   5.50    0.25000000     0.2500     -0.0190      3.6033      3.2200      0.4087   0.0000
   5.50    0.28673878     0.2870      0.1110      3.6186      3.2110      0.4087   0.0000
   5.50    0.30000004     0.3000      0.1560      3.6238      3.2050      0.4087   0.0000
   5.50    0.32092628     0.3210      0.2130      3.6309      3.2070      0.4087   0.0000
   5.50    0.35593995     0.3560      0.3060      3.6419      3.2030      0.4087   0.0000
   5.50    0.39353275     0.3930      0.3790      3.6512      3.2100      0.4087   0.0000
   5.50    0.40000004     0.4000      0.3930      3.6527      3.2100      0.4087   0.0000
   5.50    0.41294977     0.4130      0.4090      3.6553      3.2180      0.4087   0.0000
   5.50    0.45288828     0.4530      0.4590      3.6627      3.2370      0.4087   0.0000
   5.50    0.47458556     0.4740      0.4760      3.6661      3.2540      0.4087   0.0000
   5.50    0.49594134     0.4960      0.4920      3.6693      3.2710      0.4087   0.0000
   5.50    0.50000000     0.5000      0.4960      3.6699      3.2730      0.4087   0.0000
   5.50    0.50354141     0.5040      0.5000      3.6704      3.2730      0.4087   0.0000
   5.50    0.52310443     0.5230      0.5250      3.6733      3.2770      0.4087   0.0000
   5.50    0.54473770     0.5440      0.5420      3.6768      3.2910      0.4087   0.0000
   5.50    0.55000007     0.5500      0.5450      3.6776      3.2960      0.4087   0.0000
   5.50    0.55896348     0.5590      0.5470      3.6784      3.3040      0.4087   0.0000
   5.50    0.57103264     0.5710      0.5570      3.6796      3.3070      0.4087   0.0000
   5.50    0.58404982     0.5840      0.5660      3.6813      3.3150      0.4087   0.0000
