 #log(age)  Mini          Mact        logl      logt     logg      frac(XC_XO)  Phase 
   5.50    0.09000000     0.0900     -1.0200      3.4701      3.2450      0.4086   0.0000
   5.50    0.10000001     0.1000     -0.9510      3.4749      3.2400      0.4086   0.0000
   5.50    0.10489481     0.1050     -0.9140      3.4773      3.2330      0.4086   0.0000
   5.50    0.12000000     0.1200     -0.8170      3.4838      3.2220      0.4086   0.0000
   5.50    0.12850097     0.1280     -0.7720      3.4876      3.2210      0.4086   0.0000
   5.50    0.14000000     0.1400     -0.7170      3.4922      3.2220      0.4086   0.0000
   5.50    0.14601813     0.1460     -0.6800      3.4949      3.2140      0.4086   0.0000
   5.50    0.16000000     0.1600     -0.5940      3.5006      3.1900      0.4086   0.0000
   5.50    0.18211092     0.1820     -0.5000      3.5098      3.1890      0.4086   0.0000
   5.50    0.20000002     0.2000     -0.4310      3.5165      3.1880      0.4086   0.0000
   5.50    0.23216011     0.2320     -0.3010      3.5299      3.1760      0.4086   0.0000
   5.50    0.25000000     0.2500     -0.2390      3.5367      3.1740      0.4086   0.0000
   5.50    0.28612956     0.2860     -0.1030      3.5521      3.1580      0.4086   0.0000
   5.50    0.30000001     0.3000     -0.0540      3.5575      3.1510      0.4086   0.0000
   5.50    0.35000002     0.3500      0.1020      3.5754      3.1340      0.4086   0.0000
   5.50    0.40000004     0.4000      0.2310      3.5903      3.1220      0.4086   0.0000
   5.50    0.41138193     0.4110      0.2550      3.5932      3.1220      0.4086   0.0000
   5.50    0.45365730     0.4530      0.3410      3.6032      3.1190      0.4086   0.0000
   5.50    0.48832074     0.4880      0.3980      3.6102      3.1210      0.4086   0.0000
   5.50    0.50000000     0.5000      0.4190      3.6125      3.1200      0.4086   0.0000
   5.50    0.50480187     0.5050      0.4250      3.6133      3.1210      0.4086   0.0000
   5.50    0.52005845     0.5200      0.4380      3.6155      3.1300      0.4086   0.0000
   5.50    0.53011721     0.5300      0.4490      3.6171      3.1340      0.4086   0.0000
   5.50    0.53863853     0.5380      0.4600      3.6185      3.1350      0.4086   0.0000
   5.50    0.54935420     0.5490      0.4820      3.6208      3.1310      0.4086   0.0000
   5.50    0.55000001     0.5500      0.4830      3.6209      3.1300      0.4086   0.0000
   5.50    0.55099332     0.5510      0.4840      3.6211      3.1310      0.4086   0.0000
   5.50    0.56593132     0.5660      0.4900      3.6229      3.1440      0.4086   0.0000
   5.50    0.57731026     0.5770      0.4970      3.6244      3.1510      0.4086   0.0000
   5.50    0.59093338     0.5910      0.5160      3.6265      3.1520      0.4086   0.0000
   5.50    0.60000002     0.6000      0.5250      3.6280      3.1550      0.4086   0.0000
   5.50    0.61766320     0.6180      0.5350      3.6301      3.1660      0.4086   0.0000
   5.50    0.63562697     0.6360      0.5490      3.6324      3.1740      0.4086   0.0000
   5.50    0.64999998     0.6500      0.5590      3.6344      3.1810      0.4086   0.0000
   5.50    0.65332961     0.6530      0.5600      3.6347      3.1840      0.4086   0.0000
   5.50    0.66885442     0.6690      0.5700      3.6363      3.1910      0.4086   0.0000
   5.50    0.68561137     0.6860      0.5820      3.6382      3.1970      0.4086   0.0000
   5.50    0.70000005     0.7000      0.5920      3.6401      3.2030      0.4086   0.0000
   5.50    0.75000000     0.7500      0.6260      3.6493      3.2360      0.4031   0.0000
   5.50    0.76891983     0.7690      0.6380      3.6508      3.2410      0.4031   0.0000
   5.50    0.79115552     0.7910      0.6520      3.6529      3.2480      0.4031   0.0000
   5.50    0.79958427     0.7990      0.6580      3.6536      3.2490      0.4031   0.0000
   5.50    0.81806791     0.8180      0.6690      3.6551      3.2540      0.4031   0.0000
   5.50    0.84892499     0.8480      0.6890      3.6576      3.2600      0.4031   0.0000
   5.50    0.84916848     0.8490      0.6890      3.6576      3.2600      0.4031   0.0000
   5.50    0.86926138     0.8690      0.7010      3.6591      3.2640      0.4031   0.0000
   5.50    0.89875269     0.8980      0.7200      3.6613      3.2680      0.4031   0.0000
   5.50    0.92913616     0.9290      0.7370      3.6634      3.2750      0.4031   0.0000
   5.50    0.94833684     0.9480      0.7470      3.6648      3.2790      0.4031   0.0000
   5.50    0.98942053     0.9890      0.7710      3.6674      3.2830      0.4031   0.0000
   5.50    0.99792111     0.9980      0.7770      3.6679      3.2840      0.4031   0.0000
   5.50    1.03242970     1.0320      0.7960      3.6700      3.2880      0.4031   0.0000
   5.50    1.04750538     1.0470      0.8040      3.6709      3.2890      0.4031   0.0000
   5.50    1.07360816     1.0730      0.8170      3.6723      3.2920      0.4031   0.0000
   5.50    1.09708965     1.0960      0.8310      3.6736      3.2940      0.4031   0.0000
   5.50    1.12304246     1.1220      0.8430      3.6750      3.2980      0.4031   0.0000
