 #log(age)  Mini          Mact        logl      logt     logg      frac(XC_XO)  Phase 
   5.50    0.09000000     0.0900     -0.8670      3.5606      3.4530      0.4087   0.0000
   5.50    0.10000000     0.1000     -0.7640      3.5658      3.4170      0.4087   0.0000
   5.50    0.12000000     0.1200     -0.6090      3.5744      3.3750      0.4087   0.0000
   5.50    0.14000000     0.1400     -0.4840      3.5821      3.3480      0.4087   0.0000
   5.50    0.15628080     0.1560     -0.3880      3.5884      3.3260      0.4087   0.0000
   5.50    0.16000000     0.1600     -0.3660      3.5898      3.3190      0.4087   0.0000
   5.50    0.19036737     0.1900     -0.2130      3.6016      3.2890      0.4087   0.0000
   5.50    0.20220673     0.2020     -0.1620      3.6059      3.2820      0.4087   0.0000
   5.50    0.22481136     0.2250     -0.0620      3.6164      3.2700      0.4087   0.0000
   5.50    0.25191829     0.2520      0.0500      3.6280      3.2530      0.4087   0.0000
   5.50    0.25989255     0.2600      0.0720      3.6310      3.2560      0.4087   0.0000
   5.50    0.27225524     0.2720      0.1140      3.6358      3.2540      0.4087   0.0000
   5.50    0.29638723     0.2960      0.2040      3.6450      3.2380      0.4087   0.0000
   5.50    0.30038494     0.3000      0.2180      3.6465      3.2350      0.4087   0.0000
   5.50    0.31182471     0.3120      0.2330      3.6493      3.2480      0.4087   0.0000
   5.50    0.32140413     0.3210      0.2540      3.6520      3.2510      0.4087   0.0000
   5.50    0.33325222     0.3330      0.2870      3.6554      3.2470      0.4087   0.0000
   5.50    0.36735067     0.3670      0.3530      3.6635      3.2560      0.4087   0.0000
   5.50    0.38690382     0.3870      0.3860      3.6675      3.2620      0.4087   0.0000
   5.50    0.41775295     0.4180      0.4270      3.6732      3.2770      0.4087   0.0000
   5.50    0.44739240     0.4470      0.4580      3.6778      3.2940      0.4087   0.0000
   5.50    0.44999999     0.4500      0.4610      3.6782      3.2940      0.4087   0.0000
   5.50    0.46342987     0.4630      0.4710      3.6801      3.3050      0.4087   0.0000
   5.50    0.51879716     0.5190      0.5290      3.6872      3.3250      0.4087   0.0000
   5.50    0.53923386     0.5390      0.5540      3.6893      3.3250      0.4087   0.0000
   5.50    0.55000007     0.5500      0.5650      3.6904      3.3270      0.4087   0.0000
   5.50    0.56714839     0.5670      0.5660      3.6923      3.3470      0.4087   0.0000
   5.50    0.60000002     0.6000      0.5630      3.6961      3.3900      0.4087   0.0000
   5.50    0.61191553     0.6120      0.5740      3.6970      3.3910      0.4087   0.0000
   5.50    0.62639529     0.6260      0.5850      3.6982      3.3940      0.4087   0.0000
