 #log(age)  Mini          Mact        logl      logt     logg      frac(XC_XO)  Phase 
   5.50    0.09000000     0.0900     -1.0140      3.4767      3.2650      0.4088   0.0000
   5.50    0.09974439     0.1000     -0.9450      3.4814      3.2600      0.4088   0.0000
   5.50    0.09989935     0.1000     -0.9440      3.4815      3.2600      0.4088   0.0000
   5.50    0.11278281     0.1130     -0.8560      3.4876      3.2480      0.4088   0.0000
   5.50    0.12554054     0.1250     -0.7780      3.4933      3.2400      0.4088   0.0000
   5.50    0.13871275     0.1390     -0.7120      3.4986      3.2380      0.4088   0.0000
   5.50    0.13949674     0.1390     -0.7100      3.4988      3.2390      0.4088   0.0000
   5.50    0.14391859     0.1440     -0.6840      3.5008      3.2350      0.4088   0.0000
   5.50    0.15929544     0.1590     -0.5910      3.5073      3.2120      0.4088   0.0000
   5.50    0.18080893     0.1810     -0.4940      3.5162      3.2060      0.4088   0.0000
   5.50    0.19889285     0.1990     -0.4290      3.5226      3.2080      0.4088   0.0000
   5.50    0.20684089     0.2070     -0.3920      3.5262      3.2020      0.4088   0.0000
   5.50    0.24838959     0.2480     -0.2150      3.5433      3.1730      0.4088   0.0000
   5.50    0.29788634     0.2980     -0.0390      3.5629      3.1540      0.4088   0.0000
   5.50    0.31520897     0.3150      0.0170      3.5692      3.1480      0.4088   0.0000
   5.50    0.34738311     0.3470      0.1170      3.5803      3.1350      0.4088   0.0000
   5.50    0.39687985     0.3970      0.2460      3.5950      3.1220      0.4088   0.0000
   5.50    0.44637659     0.4460      0.3520      3.6071      3.1150      0.4088   0.0000
   5.50    0.47772938     0.4770      0.4050      3.6137      3.1190      0.4088   0.0000
   5.50    0.49587330     0.4960      0.4370      3.6172      3.1170      0.4088   0.0000
   5.50    0.50500518     0.5050      0.4500      3.6187      3.1180      0.4088   0.0000
   5.50    0.52513647     0.5250      0.4730      3.6220      3.1250      0.4088   0.0000
   5.50    0.53796607     0.5370      0.4900      3.6241      3.1270      0.4088   0.0000
   5.50    0.54537010     0.5450      0.5020      3.6255      3.1260      0.4088   0.0000
   5.50    0.54611605     0.5460      0.5030      3.6256      3.1260      0.4088   0.0000
   5.50    0.55594492     0.5550      0.5120      3.6270      3.1310      0.4088   0.0000
   5.50    0.56821144     0.5680      0.5200      3.6286      3.1390      0.4088   0.0000
   5.50    0.58141619     0.5810      0.5330      3.6305      3.1430      0.4088   0.0000
   5.50    0.59486681     0.5940      0.5510      3.6328      3.1450      0.4088   0.0000
   5.50    0.60392678     0.6040      0.5520      3.6338      3.1540      0.4088   0.0000
   5.50    0.61522013     0.6150      0.5580      3.6350      3.1610      0.4088   0.0000
   5.50    0.62864858     0.6280      0.5690      3.6367      3.1660      0.4088   0.0000
   5.50    0.64300275     0.6430      0.5820      3.6388      3.1710      0.4088   0.0000
   5.50    0.64436352     0.6440      0.5830      3.6391      3.1720      0.4088   0.0000
   5.50    0.64770734     0.6470      0.5830      3.6394      3.1750      0.4088   0.0000
   5.50    0.66194749     0.6620      0.5900      3.6408      3.1840      0.4088   0.0000
   5.50    0.67693722     0.6770      0.6010      3.6425      3.1900      0.4088   0.0000
   5.50    0.69318920     0.6930      0.6100      3.6446      3.1990      0.4088   0.0000
   5.50    0.69386035     0.6940      0.6100      3.6447      3.2000      0.4088   0.0000
   5.50    0.69456124     0.6940      0.6100      3.6448      3.2010      0.4088   0.0000
   5.50    0.74335700     0.7430      0.6410      3.6531      3.2320      0.4039   0.0000
   5.50    0.74945861     0.7490      0.6450      3.6536      3.2340      0.4036   0.0000
   5.50    0.77428681     0.7740      0.6610      3.6560      3.2420      0.4033   0.0000
   5.50    0.79138625     0.7910      0.6720      3.6578      3.2470      0.4033   0.0000
   5.50    0.80126703     0.8010      0.6770      3.6585      3.2500      0.4033   0.0000
   5.50    0.83027357     0.8300      0.6950      3.6609      3.2580      0.4033   0.0000
   5.50    0.83941549     0.8390      0.7000      3.6617      3.2600      0.4033   0.0000
   5.50    0.85276848     0.8520      0.7080      3.6627      3.2640      0.4033   0.0000
   5.50    0.88744473     0.8870      0.7290      3.6653      3.2700      0.4033   0.0000
   5.50    0.89114934     0.8900      0.7310      3.6656      3.2710      0.4033   0.0000
   5.50    0.93298638     0.9320      0.7550      3.6685      3.2790      0.4033   0.0000
   5.50    0.93547392     0.9350      0.7570      3.6687      3.2790      0.4033   0.0000
   5.50    0.96259564     0.9620      0.7720      3.6705      3.2830      0.4033   0.0000
   5.50    0.98350322     0.9830      0.7840      3.6718      3.2860      0.4033   0.0000
   5.50    1.00457191     1.0040      0.7950      3.6731      3.2890      0.4033   0.0000
   5.50    1.03153253     1.0310      0.8090      3.6748      3.2940      0.4033   0.0000
   5.50    1.03275621     1.0320      0.8090      3.6749      3.2940      0.4033   0.0000
   5.50    1.07956159     1.0790      0.8350      3.6776      3.2980      0.4033   0.0000
   5.50    1.08046246     1.0800      0.8350      3.6776      3.2980      0.4033   0.0000
   5.50    1.12759089     1.1270      0.8600      3.6801      3.3020      0.4033   0.0000
   5.50    1.15772390     1.1570      0.8740      3.6816      3.3050      0.4033   0.0000
   5.50    1.17562008     1.1750      0.8840      3.6825      3.3060      0.4033   0.0000
   5.50    1.20895660     1.2080      0.9000      3.6841      3.3090      0.4033   0.0000
   5.50    1.22364938     1.2230      0.9060      3.6848      3.3100      0.4033   0.0000
   5.50    1.23972571     1.2390      0.9130      3.6855      3.3120      0.4033   0.0000
   5.50    1.27167857     1.2710      0.9280      3.6870      3.3140      0.4033   0.0000
   5.50    1.31970787     1.3200      0.9500      3.6890      3.3170      0.4033   0.0000
   5.50    1.36773717     1.3680      0.9710      3.6909      3.3190      0.4033   0.0000
   5.50    1.41012967     1.4100      0.9880      3.6926      3.3210      0.4033   0.0000
   5.50    1.41576624     1.4160      0.9910      3.6928      3.3210      0.4033   0.0000
   5.50    1.46379542     1.4640      1.0110      3.6945      3.3220      0.4033   0.0000
   5.50    1.48266864     1.4830      1.0180      3.6951      3.3240      0.4033   0.0000
   5.50    1.51182461     1.5120      1.0300      3.6961      3.3230      0.4033   0.0000
   5.50    1.55985391     1.5600      1.0480      3.6977      3.3260      0.4033   0.0000
   5.50    1.57885587     1.5790      1.0550      3.6983      3.3270      0.4033   0.0000
   5.50    1.60788321     1.6070      1.0670      3.6992      3.3260      0.4033   0.0000
   5.50    1.65591228     1.6550      1.0830      3.7006      3.3290      0.4033   0.0000
   5.50    1.66305184     1.6620      1.0850      3.7008      3.3290      0.4033   0.0000
   5.50    1.70394158     1.7030      1.1010      3.7020      3.3280      0.4033   0.0000
   5.50    1.72751474     1.7260      1.1080      3.7027      3.3290      0.4033   0.0000
   5.50    1.75197077     1.7510      1.1170      3.7033      3.3290      0.4033   0.0000
   5.50    1.79999995     1.7990      1.1340      3.7045      3.3290      0.4033   0.0000
   5.50    1.84965038     1.8490      1.1490      3.7058      3.3310      0.4033   0.0000
   5.50    1.85729921     1.8560      1.1510      3.7060      3.3310      0.4033   0.0000
   5.50    1.89930081     1.8980      1.1660      3.7069      3.3300      0.4033   0.0000
   5.50    1.94895113     1.9480      1.1810      3.7081      3.3310      0.4033   0.0000
   5.50    1.98564661     1.9860      1.1920      3.7089      3.3310      0.4033   0.0000
   5.50    1.99860144     1.9990      1.1960      3.7092      3.3310      0.4033   0.0000
   5.50    2.04825187     2.0480      1.2110      3.7102      3.3310      0.4033   0.0000
   5.50    2.09790230     2.0970      1.2250      3.7113      3.3320      0.4033   0.0000
   5.50    2.13471770     2.1330      1.2360      3.7120      3.3310      0.4033   0.0000
   5.50    2.14755273     2.1460      1.2400      3.7122      3.3300      0.4033   0.0000
   5.50    2.19720292     2.1960      1.2540      3.7132      3.3300      0.4033   0.0000
   5.50    2.24685335     2.2450      1.2670      3.7142      3.3310      0.4033   0.0000
   5.50    2.25136662     2.2500      1.2680      3.7142      3.3310      0.4033   0.0000
   5.50    2.29650378     2.2950      1.2810      3.7150      3.3300      0.4033   0.0000
   5.50    2.34615397     2.3450      1.2950      3.7159      3.3290      0.4033   0.0000
   5.50    2.39580464     2.3950      1.3070      3.7168      3.3290      0.4033   0.0000
   5.50    2.41307688     2.4120      1.3060      3.7173      3.3350      0.4033   0.0000
   5.50    2.53641033     2.5360      1.3130      3.7205      3.3630      0.4033   0.0000
   5.50    2.59440589     2.5940      1.3190      3.7220      3.3730      0.4033   0.0000
   5.50    2.59576583     2.5950      1.3200      3.7220      3.3730      0.4033   0.0000
   5.50    2.76977968     2.7700      1.3690      3.7246      3.3620      0.4033   0.0000
   5.50    2.79300737     2.7930      1.3750      3.7250      3.3610      0.4033   0.0000
   5.50    2.82114649     2.8210      1.3820      3.7255      3.3600      0.4033   0.0000
   5.50    2.99160886     2.9920      1.4290      3.7281      3.3490      0.4033   0.0000
   5.50    3.19021034     3.1890      1.4860      3.7311      3.3320      0.4033   0.0000
   5.50    3.22243428     3.2210      1.4950      3.7316      3.3290      0.4033   0.0000
   5.50    3.38881183     3.3870      1.5510      3.7342      3.3060      0.4033   0.0000
   5.50    3.58741331     3.5850      1.6210      3.7379      3.2750      0.4033   0.0000
   5.50    3.64949298     3.6470      1.6410      3.7391      3.2670      0.4033   0.0000
   5.50    3.69534779     3.6930      1.6590      3.7401      3.2590      0.4033   0.0000
   5.50    3.78601480     3.7840      1.7050      3.7424      3.2330      0.4033   0.0000
   5.50    3.84997845     3.8480      1.7390      3.7442      3.2130      0.4033   0.0000
   5.50    3.98461628     3.9850      1.8190      3.7486      3.1660      0.4033   0.0000
   5.50    4.04647303     4.0460      1.8600      3.7509      3.1400      0.4033   0.0000
   5.50    4.16220140     4.1600      1.9480      3.7565      3.0870      0.4033   0.0000
   5.50    4.18321753     4.1810      1.9640      3.7576      3.0780      0.4033   0.0000
   5.50    4.20489788     4.2030      1.9810      3.7588      3.0680      0.4033   0.0000
   5.50    4.33611822     4.3330      2.0740      3.7673      3.0220      0.4033   0.0000
   5.50    4.38181973     4.3790      2.1050      3.7708      3.0100      0.4033   0.0000
   5.50    4.41602087     4.4130      2.1280      3.7736      3.0010      0.4033   0.0000
   5.50    4.51002073     4.5070      2.1910      3.7838      2.9880      0.4033   0.0000
   5.50    4.58042049     4.5770      2.2400      3.7948      2.9900      0.4033   0.0000
   5.50    4.61428833     4.6110      2.2640      3.8015      2.9960      0.4033   0.0000
   5.50    4.65692568     4.6540      2.2950      3.8113      3.0090      0.4033   0.0000
   5.50    4.70951986     4.7070      2.3340      3.8247      3.0280      0.4033   0.0000
   5.50    4.75986719     4.7570      2.3720      3.8382      3.0480      0.4033   0.0000
   5.50    4.77902222     4.7770      2.3870      3.8435      3.0560      0.4033   0.0000
   5.50    4.79764175     4.7950      2.4020      3.8487      3.0630      0.4033   0.0000
   5.50    4.83565950     4.8330      2.4330      3.8596      3.0800      0.4033   0.0000
   5.50    4.87271643     4.8710      2.4630      3.8705      3.0970      0.4033   0.0000
   5.50    4.90893602     4.9070      2.4930      3.8814      3.1130      0.4033   0.0000
   5.50    4.94436169     4.9430      2.5230      3.8923      3.1300      0.4033   0.0000
   5.50    4.97762394     4.9760      2.5510      3.9028      3.1470      0.4033   0.0000
   5.50    5.00683594     5.0050      2.5770      3.9122      3.1620      0.4033   0.0000
   5.50    5.03678942     5.0360      2.6030      3.9221      3.1780      0.4033   0.0000
   5.50    5.06628847     5.0650      2.6290      3.9320      3.1940      0.4033   0.0000
   5.50    5.10495186     5.1040      2.6630      3.9452      3.2160      0.4033   0.0000
   5.50    5.14289331     5.1420      2.6970      3.9585      3.2390      0.4033   0.0000
   5.50    5.17622519     5.1760      2.7260      3.9705      3.2590      0.4033   0.0000
   5.50    5.17737103     5.1770      2.7270      3.9709      3.2600      0.4033   0.0000
   5.50    5.21455097     5.2140      2.7600      3.9844      3.2850      0.4033   0.0000
   5.50    5.25100803     5.2510      2.7920      3.9980      3.3100      0.4033   0.0000
   5.50    5.28692007     5.2870      2.8240      4.0115      3.3360      0.4033   0.0000
   5.50    5.32229424     5.3220      2.8540      4.0251      3.3630      0.4033   0.0000
   5.50    5.35716963     5.3570      2.8830      4.0385      3.3900      0.4033   0.0000
   5.50    5.37482643     5.3750      2.8980      4.0454      3.4040      0.4033   0.0000
   5.50    5.39186287     5.3920      2.9110      4.0520      3.4180      0.4033   0.0000
   5.50    5.42651320     5.4270      2.9390      4.0655      3.4480      0.4033   0.0000
   5.50    5.46100807     5.4610      2.9660      4.0791      3.4780      0.4033   0.0000
   5.50    5.49541998     5.4960      2.9910      4.0926      3.5090      0.4033   0.0000
   5.50    5.52982187     5.5300      3.0160      4.1060      3.5410      0.4033   0.0000
   5.50    5.56428814     5.5650      3.0400      4.1195      3.5730      0.4033   0.0000
   5.50    5.57342815     5.5740      3.0460      4.1230      3.5820      0.4033   0.0000
   5.50    5.57685232     5.5770      3.0480      4.1243      3.5850      0.4033   0.0000
   5.50    5.61248398     5.6130      3.0720      4.1380      3.6200      0.4033   0.0000
   5.50    5.64843798     5.6490      3.0940      4.1517      3.6550      0.4033   0.0000
   5.50    5.68479633     5.6850      3.1150      4.1653      3.6910      0.4033   0.0000
   5.50    5.72165394     5.7220      3.1350      4.1790      3.7280      0.4033   0.0000
   5.50    5.75910950     5.7600      3.1550      4.1926      3.7660      0.4033   0.0000
   5.50    5.77105188     5.7710      3.1610      4.1969      3.7780      0.4033   0.0000
   5.50    5.78101683     5.7810      3.1660      4.2004      3.7880      0.4033   0.0000
   5.50    5.82147026     5.8220      3.1850      4.2146      3.8290      0.4033   0.0000
   5.50    5.86309671     5.8630      3.2030      4.2287      3.8700      0.4033   0.0000
   5.50    5.90622759     5.9060      3.2200      4.2427      3.9130      0.4033   0.0000
   5.50    5.95151806     5.9520      3.2350      4.2567      3.9570      0.4033   0.0000
   5.50    5.96867657     5.9690      3.2400      4.2618      3.9730      0.4033   0.0000
   5.50    5.97553158     5.9760      3.2420      4.2639      3.9800      0.4033   0.0000
   5.50    5.98817682     5.9880      3.2460      4.2675      3.9910      0.4033   0.0000
   5.50    6.01290607     6.0130      3.2510      4.2739      4.0140      0.4033   0.0000
