 #log(age)  Mini          Mact        logl      logt     logg      frac(XC_XO)  Phase 
   5.50    0.09000000     0.0900     -0.9860      3.4978      3.3220      0.4087   0.0000
   5.50    0.09997007     0.1000     -0.9180      3.5023      3.3180      0.4087   0.0000
   5.50    0.11775251     0.1180     -0.7910      3.5106      3.2940      0.4087   0.0000
   5.50    0.11991018     0.1200     -0.7810      3.5114      3.2950      0.4087   0.0000
   5.50    0.12477655     0.1250     -0.7480      3.5136      3.2890      0.4087   0.0000
   5.50    0.13985030     0.1400     -0.6500      3.5201      3.2660      0.4087   0.0000
   5.50    0.15584965     0.1560     -0.5600      3.5264      3.2480      0.4087   0.0000
   5.50    0.15979041     0.1600     -0.5380      3.5279      3.2430      0.4087   0.0000
   5.50    0.18994820     0.1900     -0.4000      3.5399      3.2280      0.4087   0.0000
   5.50    0.19967066     0.2000     -0.3640      3.5433      3.2270      0.4087   0.0000
   5.50    0.21236552     0.2120     -0.3080      3.5486      3.2200      0.4087   0.0000
   5.50    0.24952097     0.2490     -0.1540      3.5630      3.1930      0.4087   0.0000
   5.50    0.29469413     0.2950      0.0100      3.5800      3.1690      0.4087   0.0000
   5.50    0.29937130     0.2990      0.0260      3.5817      3.1660      0.4087   0.0000
   5.50    0.34922153     0.3490      0.1790      3.5988      3.1490      0.4087   0.0000
   5.50    0.39907187     0.3990      0.3090      3.6134      3.1360      0.4087   0.0000
   5.50    0.44892216     0.4490      0.4120      3.6255      3.1320      0.4087   0.0000
   5.50    0.49180320     0.4920      0.4780      3.6340      3.1400      0.4087   0.0000
   5.50    0.49877244     0.4990      0.4900      3.6353      3.1390      0.4087   0.0000
   5.50    0.50073111     0.5010      0.4920      3.6356      3.1400      0.4087   0.0000
   5.50    0.51608115     0.5160      0.5000      3.6378      3.1530      0.4087   0.0000
   5.50    0.52573556     0.5250      0.5060      3.6391      3.1610      0.4087   0.0000
   5.50    0.53367776     0.5330      0.5160      3.6403      3.1620      0.4087   0.0000
   5.50    0.54359728     0.5430      0.5340      3.6422      3.1590      0.4087   0.0000
   5.50    0.54862279     0.5480      0.5440      3.6433      3.1580      0.4087   0.0000
   5.50    0.55833608     0.5580      0.5460      3.6444      3.1680      0.4087   0.0000
   5.50    0.57091838     0.5710      0.5530      3.6459      3.1770      0.4087   0.0000
   5.50    0.58461547     0.5840      0.5660      3.6478      3.1820      0.4087   0.0000
   5.50    0.59847307     0.5980      0.5780      3.6500      3.1890      0.4087   0.0000
   5.50    0.60999656     0.6100      0.5770      3.6511      3.2020      0.4087   0.0000
   5.50    0.62299800     0.6230      0.5870      3.6525      3.2070      0.4087   0.0000
   5.50    0.63696676     0.6370      0.5990      3.6543      3.2120      0.4087   0.0000
   5.50    0.64832330     0.6480      0.6060      3.6560      3.2200      0.4087   0.0000
   5.50    0.65566123     0.6560      0.6080      3.6567      3.2260      0.4087   0.0000
   5.50    0.67295659     0.6730      0.6190      3.6585      3.2330      0.4087   0.0000
   5.50    0.69152820     0.6920      0.6300      3.6607      3.2430      0.4087   0.0000
   5.50    0.69817370     0.6980      0.6320      3.6616      3.2480      0.4087   0.0000
   5.50    0.74808675     0.7480      0.6650      3.6698      3.2780      0.4034   0.0000
   5.50    0.75617862     0.7560      0.6700      3.6704      3.2800      0.4034   0.0000
   5.50    0.77805972     0.7780      0.6830      3.6723      3.2870      0.4033   0.0000
   5.50    0.79799980     0.7980      0.6950      3.6742      3.2940      0.4033   0.0000
   5.50    0.80268198     0.8020      0.6970      3.6746      3.2960      0.4033   0.0000
   5.50    0.82587886     0.8250      0.7120      3.6764      3.3000      0.4032   0.0000
   5.50    0.84791285     0.8470      0.7270      3.6782      3.3040      0.4032   0.0000
   5.50    0.86579955     0.8650      0.7360      3.6795      3.3090      0.4032   0.0000
   5.50    0.89782578     0.8970      0.7550      3.6819      3.3160      0.4032   0.0000
   5.50    0.92268026     0.9220      0.7680      3.6836      3.3210      0.4032   0.0000
   5.50    0.94773883     0.9470      0.7840      3.6853      3.3240      0.4032   0.0000
   5.50    0.95929742     0.9590      0.7890      3.6860      3.3270      0.4032   0.0000
   5.50    0.99765188     0.9980      0.8110      3.6885      3.3320      0.4032   0.0000
