 #log(age)  Mini          Mact        logl      logt     logg      frac(XC_XO)  Phase 
   5.50   64.44567871    64.0210      5.7750      4.7248      4.3210      0.4086   0.0000
   5.50   69.36901855    68.9610      5.8350      4.7306      4.3160      0.4086   0.0000
   5.50   74.29237366    73.8490      5.8900      4.7357      4.3110      0.4086   0.0000
   5.50   79.21572876    78.7970      5.9410      4.7403      4.3070      0.4086   0.0000
   5.50   84.13907623    83.7530      5.9880      4.7443      4.3030      0.4086   0.0000
   5.50   93.98577881    93.5580      6.0710      4.7511      4.2950      0.4086   0.0000
   5.50   98.90913391    98.3960      6.1080      4.7540      4.2910      0.4086   0.0000
   5.50  103.83248901   103.2790      6.1430      4.7567      4.2870      0.4086   0.0000
   5.50  123.52589417   122.7760      6.2660      4.7651      4.2740      0.4086   0.0000
   5.50  153.06597900   152.0700      6.4100      4.7734      4.2550      0.4086   0.0000
   5.50  172.98451233   171.9390      6.4890      4.7767      4.2430      0.4086   0.0000
   5.50  202.29949951   201.1800      6.5890      4.7807      4.2270      0.4086   0.0000
   5.50  251.53300476   250.1040      6.7220      4.7839      4.2020      0.4086   0.0000
   5.50  300.76647949   298.9180      6.8270      4.7850      4.1780      0.4086   0.0000
   5.50  350.00000000   347.9570      6.9140      4.7846      4.1560      0.4086   0.0000
   5.50  350.00027466   347.7970      6.9150      4.7802      4.1370      0.4086   0.0000
   5.50  350.00109863   347.2700      6.9190      4.7671      4.0800      0.4086   0.0000
   5.50  350.00177002   346.7030      6.9230      4.7546      4.0250      0.4086   0.0000
   5.50  350.00234985   346.1090      6.9270      4.7429      3.9740      0.4086   0.0000
   5.50  350.00280762   345.5620      6.9300      4.7324      3.9280      0.4086   0.0000
   5.50  350.00323486   344.9650      6.9340      4.7215      3.8800      0.4086   0.0000
   5.50  350.00360107   344.3750      6.9380      4.7112      3.8340      0.4086   0.0000
   5.50  350.00390625   343.7500      6.9410      4.7007      3.7880      0.3249   0.0000
   5.50  350.00421143   343.1290      6.9440      4.6904      3.7430      0.2060   0.0000
   5.50  350.00454712   342.2540      6.9490      4.6765      3.6820      0.2869   0.0000
   5.50  350.00485229   341.3870      6.9530      4.6621      3.6190      0.3755   0.0000
   5.50  350.00512695   340.5270      6.9570      4.6473      3.5540      0.4176   0.0000
   5.50  350.00534058   339.7150      6.9600      4.6330      3.4930      0.4354   0.0000
   5.50  350.00552368   338.9570      6.9640      4.6190      3.4320      0.4410   0.0000
   5.50  350.00564575   338.4730      6.9660      4.6092      3.3900      0.4427   0.0000
   5.50  350.00573730   338.0310      6.9680      4.5994      3.3490      0.4433   0.0000
   5.50  350.00582886   337.5740      6.9700      4.5894      3.3060      0.4436   0.0000
   5.50  350.00592041   337.1640      6.9710      4.5798      3.2660      0.4439   0.0000
   5.50  350.00601196   336.7540      6.9730      4.5700      3.2240      0.3137   0.0000
   5.50  350.00610352   336.3200      6.9750      4.5588      3.1770      0.4179   0.0000
   5.50  350.00616455   335.9530      6.9760      4.5485      3.1340      0.4719   0.0000
   5.50  350.00622559   335.6370      6.9780      4.5385      3.0920      0.4718   0.0000
   5.50  350.00628662   335.3790      6.9790      4.5295      3.0540      0.4716   0.0000
   5.50  350.00631714   335.1210      6.9800      4.5197      3.0140      0.4713   0.0000
   5.50  350.00637817   334.9020      6.9810      4.5103      2.9750      0.4713   0.0000
   5.50  350.00640869   334.6450      6.9820      4.4995      2.9300      0.5153   0.0000
   5.50  350.00643921   334.4490      6.9830      4.4890      2.8870      0.5156   0.0000
   5.50  350.00650024   334.2770      6.9840      4.4795      2.8480      0.5160   0.0000
   5.50  350.00653076   334.1090      6.9850      4.4698      2.8080      0.5164   0.0000
   5.50  350.00656128   333.9410      6.9860      4.4597      2.7660      0.5166   0.0000
   5.50  350.00659180   333.6680      6.9880      4.4418      2.6930      0.5170   0.0000
   5.50  350.00662231   333.5230      6.9880      4.4324      2.6550      0.5172   0.0000
   5.50  350.00665283   333.3870      6.9890      4.4227      2.6150      0.5173   0.0000
   5.50  350.00668335   333.2460      6.9900      4.4126      2.5730      0.5173   0.0000
   5.50  350.00671387   332.9880      6.9910      4.3930      2.4940      0.5175   0.0000
   5.50  350.00674438   332.8750      6.9910      4.3836      2.4550      0.5175   0.0000
